congress,chamber,rollnumber,icpsr,cast_code,prob
117,House,30,21973,6,98.4
117,House,30,21974,6,100.0
117,House,30,21975,1,100.0
117,House,30,21977,1,100.0
117,House,30,21978,1,100.0
117,House,30,21979,1,100.0
117,House,30,21981,6,73.2
117,House,30,21983,1,100.0
117,House,30,21984,9,100.0
117,House,30,21985,6,98.6
117,House,30,21986,6,100.0
117,House,30,21987,6,98.9
117,House,30,21988,6,85.0
117,House,30,21989,6,99.7
117,House,30,21990,6,50.3
117,House,30,22100,1,100.0
117,House,30,22101,6,97.1
117,House,30,22102,6,96.3
117,House,30,22103,6,100.0
117,House,30,22104,1,100.0
117,House,30,22105,1,100.0
117,House,30,22106,1,100.0
117,House,30,22107,6,100.0
117,House,30,22108,6,99.9
117,House,30,22109,6,99.6
117,House,30,22110,6,100.0
117,House,30,22111,6,100.0
117,House,30,22112,6,100.0
117,House,30,22113,6,96.5
117,House,30,22114,6,100.0
117,House,30,22115,6,100.0
117,House,30,22116,6,100.0
117,House,30,22117,1,79.3
117,House,30,22118,1,75.2
117,House,30,22119,1,25.8
117,House,30,22120,6,100.0
117,House,30,22121,6,100.0
117,House,30,22122,6,99.5
117,House,30,22123,6,100.0
117,House,30,22124,6,97.1
117,House,30,22125,6,100.0
117,House,30,22126,1,100.0
117,House,30,22127,1,100.0
117,House,30,22128,1,100.0
117,House,30,22129,6,65.9
117,House,30,22130,6,100.0
117,House,30,22131,1,100.0
117,House,30,22132,6,56.6
117,House,30,22133,1,70.5
117,House,30,22134,6,100.0
117,House,30,22135,1,100.0
117,House,30,22136,6,100.0
117,House,30,22137,6,41.6
117,House,30,22138,6,100.0
117,House,30,22139,6,68.9
117,House,30,22140,6,100.0
117,House,30,22141,6,84.2
117,House,30,22142,1,100.0
117,House,30,22143,6,99.8
117,House,30,22144,1,100.0
117,House,30,22145,6,94.9
117,House,30,22146,6,97.3
117,House,30,22147,6,100.0
117,House,30,22148,6,99.9
117,House,30,22149,1,100.0
117,House,30,22150,1,83.6
117,House,30,22151,6,96.5
117,House,30,22152,6,99.9
117,House,30,22153,1,100.0
117,House,30,22154,1,100.0
117,House,30,22155,6,98.1
117,House,30,22156,1,100.0
117,House,30,29106,1,100.0
117,House,30,29109,1,100.0
117,House,30,29312,1,100.0
117,House,30,29317,1,100.0
117,House,30,29323,6,74.8
117,House,30,29337,1,100.0
117,House,30,29339,1,100.0
117,House,30,29346,1,100.0
117,House,30,29368,1,100.0
117,House,30,29377,1,100.0
117,House,30,29378,1,100.0
117,House,30,29379,1,100.0
117,House,30,29393,6,89.6
117,House,30,29504,1,100.0
117,House,30,29550,6,98.6
117,House,30,29561,1,100.0
117,House,30,29571,1,100.0
117,House,30,29573,1,100.0
117,House,30,29588,1,100.0
117,House,30,29701,6,95.5
117,House,30,29707,1,100.0
117,House,30,29710,1,100.0
117,House,30,29717,1,100.0
117,House,30,29729,1,100.0
117,House,30,29741,1,100.0
117,House,30,29759,6,99.9
117,House,30,29760,9,99.6
117,House,30,29762,6,89.9
117,House,30,29768,1,100.0
117,House,30,29769,1,100.0
117,House,30,29776,1,100.0
117,House,30,29778,1,100.0
117,House,30,29901,1,100.0
117,House,30,29903,1,100.0
117,House,30,29908,1,100.0
117,House,30,29910,6,57.2
117,House,30,29911,1,100.0
117,House,30,31101,1,100.0
117,House,30,31102,6,97.6
117,House,30,31103,1,100.0
117,House,30,39301,1,100.0
117,House,30,39305,1,100.0
117,House,30,39307,1,100.0
117,House,30,91980,1,98.3
117,House,31,14066,1,100.0
117,House,31,14854,1,100.0
117,House,31,14863,1,100.0
117,House,31,14873,1,99.4
117,House,31,15019,1,99.9
117,House,31,15029,1,99.6
117,House,31,15410,1,98.1
117,House,31,15433,1,79.1
117,House,31,15438,1,99.0
117,House,31,15446,1,99.9
117,House,31,15454,1,96.0
117,House,31,15616,1,96.7
117,House,31,20104,1,98.1
117,House,31,20107,1,100.0
117,House,31,20119,1,99.3
117,House,31,20122,1,94.9
117,House,31,20124,1,100.0
117,House,31,20136,1,99.4
117,House,31,20138,1,100.0
117,House,31,20145,1,99.7
117,House,31,20301,1,100.0
117,House,31,20305,1,77.4
117,House,31,20307,1,100.0
117,House,31,20310,1,92.0
117,House,31,20316,1,100.0
117,House,31,20321,1,99.8
117,House,31,20322,1,99.6
117,House,31,20329,1,99.8
117,House,31,20340,9,99.4
117,House,31,20342,1,100.0
117,House,31,20343,1,99.5
117,House,31,20344,1,100.0
117,House,31,20355,1,99.9
117,House,31,20356,1,100.0
117,House,31,20501,1,100.0
117,House,31,20504,1,98.7
117,House,31,20517,1,97.6
117,House,31,20518,1,100.0
117,House,31,20519,1,99.0
117,House,31,20521,1,100.0
117,House,31,20522,1,100.0
117,House,31,20527,1,99.8
117,House,31,20529,1,99.5
117,House,31,20530,1,100.0
117,House,31,20533,1,100.0
117,House,31,20535,9,100.0
117,House,31,20537,1,85.0
117,House,31,20538,1,94.9
117,House,31,20542,1,99.1
117,House,31,20702,1,99.1
117,House,31,20703,1,100.0
117,House,31,20704,1,99.9
117,House,31,20705,1,99.8
117,House,31,20706,1,99.3
117,House,31,20708,1,98.3
117,House,31,20709,1,100.0
117,House,31,20712,1,97.3
117,House,31,20723,1,94.1
117,House,31,20724,1,95.8
117,House,31,20725,1,100.0
117,House,31,20729,1,100.0
117,House,31,20733,1,79.2
117,House,31,20738,1,99.7
117,House,31,20748,1,89.3
117,House,31,20749,1,98.9
117,House,31,20750,1,88.4
117,House,31,20755,1,100.0
117,House,31,20756,1,100.0
117,House,31,20757,1,98.5
117,House,31,20758,1,100.0
117,House,31,20759,1,100.0
117,House,31,20762,1,85.2
117,House,31,20902,1,99.9
117,House,31,20903,1,99.3
117,House,31,20907,1,98.7
117,House,31,20909,1,99.9
117,House,31,20916,1,100.0
117,House,31,20920,1,84.7
117,House,31,20926,1,100.0
117,House,31,20927,1,97.9
117,House,31,20934,1,92.1
117,House,31,20941,9,95.7
117,House,31,20944,1,99.9
117,House,31,20946,1,100.0
117,House,31,20952,1,99.4
117,House,31,20954,1,96.2
117,House,31,20955,1,79.5
117,House,31,20958,1,99.0
117,House,31,20959,1,97.5
117,House,31,21101,1,100.0
117,House,31,21102,1,99.8
117,House,31,21103,1,99.5
117,House,31,21105,1,99.8
117,House,31,21106,1,100.0
117,House,31,21108,1,100.0
117,House,31,21110,1,88.0
117,House,31,21116,1,100.0
117,House,31,21118,1,96.5
117,House,31,21123,1,100.0
117,House,31,21128,1,100.0
117,House,31,21132,1,100.0
117,House,31,21139,1,99.7
117,House,31,21140,1,98.4
117,House,31,21142,1,100.0
117,House,31,21148,1,100.0
117,House,31,21149,1,100.0
117,House,31,21150,1,100.0
117,House,31,21162,1,100.0
117,House,31,21163,1,100.0
117,House,31,21165,1,100.0
117,House,31,21167,1,100.0
117,House,31,21172,1,93.3
117,House,31,21174,1,99.7
117,House,31,21178,1,100.0
117,House,31,21179,1,99.9
117,House,31,21187,1,100.0
117,House,31,21188,1,100.0
117,House,31,21191,1,99.8
117,House,31,21193,1,99.6
117,House,31,21196,1,100.0
117,House,31,21198,1,86.6
117,House,31,21302,9,100.0
117,House,31,21303,1,70.2
117,House,31,21304,1,99.8
117,House,31,21306,1,98.0
117,House,31,21307,1,100.0
117,House,31,21308,1,99.7
117,House,31,21309,1,98.9
117,House,31,21311,1,99.8
117,House,31,21312,1,89.4
117,House,31,21313,1,83.6
117,House,31,21314,1,99.1
117,House,31,21315,1,99.8
117,House,31,21321,1,97.7
117,House,31,21326,1,99.5
117,House,31,21328,1,100.0
117,House,31,21329,1,99.8
117,House,31,21330,1,100.0
117,House,31,21333,1,100.0
117,House,31,21337,1,100.0
117,House,31,21339,1,99.5
117,House,31,21340,1,99.3
117,House,31,21342,1,96.6
117,House,31,21343,1,94.5
117,House,31,21344,1,99.9
117,House,31,21346,1,100.0
117,House,31,21351,1,100.0
117,House,31,21352,1,98.5
117,House,31,21353,1,100.0
117,House,31,21355,1,100.0
117,House,31,21356,1,99.8
117,House,31,21358,1,98.7
117,House,31,21359,1,99.9
117,House,31,21360,9,99.9
117,House,31,21362,6,1.7
117,House,31,21364,9,100.0
117,House,31,21365,1,99.7
117,House,31,21366,1,99.9
117,House,31,21367,1,100.0
117,House,31,21368,1,99.4
117,House,31,21370,1,55.3
117,House,31,21371,1,97.2
117,House,31,21372,1,95.0
117,House,31,21373,1,100.0
117,House,31,21375,1,80.2
117,House,31,21500,1,99.9
117,House,31,21502,1,97.4
117,House,31,21503,1,100.0
117,House,31,21504,1,75.3
117,House,31,21506,1,99.8
117,House,31,21507,1,94.7
117,House,31,21508,1,99.2
117,House,31,21510,1,99.2
117,House,31,21513,1,100.0
117,House,31,21514,1,99.5
117,House,31,21515,1,99.9
117,House,31,21516,1,99.9
117,House,31,21519,1,100.0
117,House,31,21523,1,100.0
117,House,31,21525,1,99.4
117,House,31,21526,1,100.0
117,House,31,21529,1,96.6
117,House,31,21530,1,97.3
117,House,31,21531,9,100.0
117,House,31,21536,1,99.6
117,House,31,21538,1,82.7
117,House,31,21539,1,100.0
117,House,31,21540,1,99.7
117,House,31,21541,1,100.0
117,House,31,21542,1,100.0
117,House,31,21544,1,100.0
117,House,31,21545,1,97.3
117,House,31,21548,1,99.3
117,House,31,21551,1,99.9
117,House,31,21554,1,98.4
117,House,31,21556,1,100.0
117,House,31,21557,1,99.9
117,House,31,21559,1,99.8
117,House,31,21561,1,100.0
117,House,31,21562,1,100.0
117,House,31,21563,1,100.0
117,House,31,21564,1,99.6
117,House,31,21565,1,99.9
117,House,31,21566,1,95.9
117,House,31,21700,1,99.9
117,House,31,21701,1,100.0
117,House,31,21702,1,99.9
117,House,31,21703,1,96.4
117,House,31,21704,1,100.0
117,House,31,21705,1,97.8
117,House,31,21706,1,98.5
117,House,31,21707,1,98.3
117,House,31,21708,1,99.8
117,House,31,21709,1,99.8
117,House,31,21710,9,100.0
117,House,31,21711,1,99.9
117,House,31,21712,1,99.9
117,House,31,21713,1,98.5
117,House,31,21714,1,100.0
117,House,31,21715,6,18.9
117,House,31,21717,1,100.0
117,House,31,21718,1,100.0
117,House,31,21719,1,99.2
117,House,31,21720,1,100.0
117,House,31,21722,1,99.9
117,House,31,21723,1,100.0
117,House,31,21724,1,99.9
117,House,31,21725,1,100.0
117,House,31,21726,6,38.4
117,House,31,21727,1,100.0
117,House,31,21728,1,78.3
117,House,31,21730,1,98.9
117,House,31,21731,1,100.0
117,House,31,21732,1,99.8
117,House,31,21735,1,99.9
117,House,31,21736,1,98.2
117,House,31,21738,1,100.0
117,House,31,21739,1,100.0
117,House,31,21740,1,99.6
117,House,31,21741,1,83.8
117,House,31,21744,1,100.0
117,House,31,21745,1,100.0
117,House,31,21746,1,99.4
117,House,31,21747,1,99.9
117,House,31,21749,1,100.0
117,House,31,21750,1,100.0
117,House,31,21753,1,99.4
117,House,31,21754,1,86.9
117,House,31,21755,1,100.0
117,House,31,21756,1,100.0
117,House,31,21757,1,99.9
117,House,31,21758,1,99.8
117,House,31,21759,1,100.0
117,House,31,21760,1,99.9
117,House,31,21761,1,99.6
117,House,31,21762,6,3.1
117,House,31,21763,1,99.9
117,House,31,21900,1,99.8
117,House,31,21901,1,100.0
117,House,31,21902,1,100.0
117,House,31,21903,1,100.0
117,House,31,21905,1,99.7
117,House,31,21906,6,0.6
117,House,31,21908,1,99.8
117,House,31,21910,1,100.0
117,House,31,21911,1,100.0
117,House,31,21912,1,100.0
117,House,31,21914,1,99.9
117,House,31,21915,1,96.8
117,House,31,21916,1,100.0
117,House,31,21917,6,7.4
117,House,31,21919,1,99.9
117,House,31,21920,1,99.9
117,House,31,21921,6,68.4
117,House,31,21922,6,5.4
117,House,31,21923,1,100.0
117,House,31,21924,1,100.0
117,House,31,21925,1,99.8
117,House,31,21926,1,99.9
117,House,31,21927,1,100.0
117,House,31,21928,1,96.9
117,House,31,21929,1,100.0
117,House,31,21930,1,99.9
117,House,31,21931,1,98.5
117,House,31,21934,1,100.0
117,House,31,21935,1,100.0
117,House,31,21936,1,100.0
117,House,31,21937,1,100.0
117,House,31,21938,1,100.0
117,House,31,21939,1,99.6
117,House,31,21940,1,60.1
117,House,31,21941,1,100.0
117,House,31,21942,1,99.9
117,House,31,21944,1,100.0
117,House,31,21945,1,100.0
117,House,31,21946,1,100.0
117,House,31,21948,1,80.7
117,House,31,21949,6,60.7
117,House,31,21950,6,65.6
117,House,31,21951,1,99.9
117,House,31,21952,9,100.0
117,House,31,21953,1,99.9
117,House,31,21954,1,99.9
117,House,31,21955,6,66.9
117,House,31,21956,1,100.0
117,House,31,21959,1,99.9
117,House,31,21961,1,98.1
117,House,31,21962,1,99.9
117,House,31,21964,1,100.0
117,House,31,21965,1,100.0
117,House,31,21966,1,100.0
117,House,31,21968,1,99.2
117,House,31,21969,1,100.0
117,House,31,21970,1,100.0
117,House,31,21971,1,99.7
117,House,31,21972,1,99.9
117,House,31,21973,1,100.0
117,House,31,21974,1,100.0
117,House,31,21975,6,63.8
117,House,31,21977,1,93.7
117,House,31,21978,1,99.6
117,House,31,21979,1,99.3
117,House,31,21981,1,100.0
117,House,31,21983,1,99.8
117,House,31,21985,1,100.0
117,House,31,21986,1,99.5
117,House,31,21987,1,100.0
117,House,31,21988,1,100.0
117,House,31,21989,1,99.9
117,House,31,21990,1,100.0
117,House,31,22100,1,97.7
117,House,31,22101,1,100.0
117,House,31,22102,1,100.0
117,House,31,22103,1,98.9
117,House,31,22104,1,99.9
117,House,31,22105,6,75.1
117,House,31,22106,6,75.1
117,House,31,22107,1,99.8
117,House,31,22108,1,100.0
117,House,31,22109,1,100.0
117,House,31,22110,1,98.9
117,House,31,22111,1,99.8
117,House,31,22112,1,99.8
117,House,31,22113,1,100.0
117,House,31,22114,1,100.0
117,House,31,22115,1,100.0
117,House,31,22116,1,100.0
117,House,31,22117,1,100.0
117,House,31,22118,1,100.0
117,House,31,22119,1,100.0
117,House,31,22120,1,98.3
117,House,31,22121,1,98.0
117,House,31,22122,1,99.8
117,House,31,22123,1,98.8
117,House,31,22124,1,99.9
117,House,31,22125,1,99.9
117,House,31,22126,1,83.6
117,House,31,22127,6,77.4
117,House,31,22128,1,83.6
117,House,31,22129,1,100.0
117,House,31,22130,1,100.0
117,House,31,22131,1,83.6
117,House,31,22132,1,100.0
117,House,31,22133,1,100.0
117,House,31,22134,1,99.8
117,House,31,22135,1,99.7
117,House,31,22136,1,100.0
117,House,31,22137,1,100.0
117,House,31,22138,1,99.6
117,House,31,22139,1,100.0
117,House,31,22140,1,99.9
117,House,31,22141,1,100.0
117,House,31,22142,1,99.7
117,House,31,22143,1,100.0
117,House,31,22144,1,83.6
117,House,31,22145,1,100.0
117,House,31,22146,1,100.0
117,House,31,22147,1,99.9
117,House,31,22148,1,99.4
117,House,31,22149,1,99.7
117,House,31,22150,1,100.0
117,House,31,22151,1,100.0
117,House,31,22152,1,100.0
117,House,31,22153,1,97.7
117,House,31,22154,1,83.6
117,House,31,22155,1,100.0
117,House,31,22156,1,83.6
117,House,31,29106,1,84.2
117,House,31,29109,1,96.7
117,House,31,29312,1,86.1
117,House,31,29317,1,92.4
117,House,31,29323,1,100.0
117,House,31,29337,1,96.5
117,House,31,29339,1,100.0
117,House,31,29346,1,91.1
117,House,31,29368,1,99.2
117,House,31,29377,1,64.0
117,House,31,29378,1,76.2
117,House,31,29379,1,93.4
117,House,31,29393,1,100.0
117,House,31,29504,1,82.7
117,House,31,29550,1,99.9
117,House,31,29561,1,99.7
117,House,31,29571,1,91.0
117,House,31,29573,1,98.6
117,House,31,29588,1,54.3
117,House,31,29701,1,100.0
117,House,31,29707,1,98.0
117,House,31,29710,1,89.2
117,House,31,29717,1,87.6
117,House,31,29729,1,80.0
117,House,31,29741,1,98.9
117,House,31,29759,1,100.0
117,House,31,29760,1,100.0
117,House,31,29762,1,100.0
117,House,31,29768,1,98.8
117,House,31,29769,1,99.5
117,House,31,29776,1,97.4
117,House,31,29778,1,34.4
117,House,31,29901,1,99.0
117,House,31,29903,1,91.1
117,House,31,29908,1,98.1
117,House,31,29910,9,100.0
117,House,31,29911,1,75.4
117,House,31,31101,1,98.1
117,House,31,31102,1,98.2
117,House,31,31103,1,92.8
117,House,31,39301,1,99.2
117,House,31,39305,1,98.7
117,House,31,39307,1,97.7
117,House,31,91980,1,100.0
117,House,32,14066,9,99.9
117,House,32,14854,1,100.0
117,House,32,14863,1,96.8
117,House,32,14873,9,100.0
117,House,32,15019,6,99.4
117,House,32,15029,6,100.0
117,House,32,15410,6,100.0
117,House,32,15433,9,100.0
117,House,32,15438,6,100.0
117,House,32,15446,1,100.0
117,House,32,15454,6,100.0
117,House,32,15616,6,100.0
117,House,32,20104,6,100.0
117,House,32,20107,1,100.0
117,House,32,20119,6,100.0
117,House,32,20122,6,100.0
117,House,32,20124,1,100.0
117,House,32,20136,6,100.0
117,House,32,20138,1,100.0
117,House,32,20145,6,100.0
117,House,32,20301,1,100.0
117,House,32,20305,6,100.0
117,House,32,20307,1,100.0
117,House,32,20310,6,100.0
117,House,32,20316,1,99.9
117,House,32,20321,9,100.0
117,House,32,20322,6,99.8
117,House,32,20329,6,100.0
117,House,32,20340,6,100.0
117,House,32,20342,1,99.9
117,House,32,20343,6,100.0
117,House,32,20344,1,100.0
117,House,32,20355,1,100.0
117,House,32,20356,1,100.0
117,House,32,20501,6,99.8
117,House,32,20504,6,100.0
117,House,32,20517,6,100.0
117,House,32,20518,1,100.0
117,House,32,20519,6,100.0
117,House,32,20521,1,100.0
117,House,32,20522,1,100.0
117,House,32,20527,1,100.0
117,House,32,20529,6,100.0
117,House,32,20530,1,100.0
117,House,32,20533,6,100.0
117,House,32,20535,1,100.0
117,House,32,20537,6,100.0
117,House,32,20538,9,100.0
117,House,32,20542,6,100.0
117,House,32,20702,6,100.0
117,House,32,20703,1,100.0
117,House,32,20704,1,100.0
117,House,32,20705,6,100.0
117,House,32,20706,6,100.0
117,House,32,20708,6,100.0
117,House,32,20709,1,100.0
117,House,32,20712,6,100.0
117,House,32,20723,6,100.0
117,House,32,20724,6,100.0
117,House,32,20725,1,100.0
117,House,32,20729,1,100.0
117,House,32,20733,6,100.0
117,House,32,20738,1,100.0
117,House,32,20748,6,100.0
117,House,32,20749,6,99.9
117,House,32,20750,6,100.0
117,House,32,20755,1,100.0
117,House,32,20756,1,100.0
117,House,32,20757,6,100.0
117,House,32,20758,1,100.0
117,House,32,20759,1,100.0
117,House,32,20762,6,100.0
117,House,32,20902,6,99.4
117,House,32,20903,9,100.0
117,House,32,20907,6,100.0
117,House,32,20909,1,100.0
117,House,32,20916,1,100.0
117,House,32,20920,6,100.0
117,House,32,20926,1,100.0
117,House,32,20927,6,100.0
117,House,32,20934,6,100.0
117,House,32,20941,6,100.0
117,House,32,20944,6,99.8
117,House,32,20946,1,99.9
117,House,32,20952,6,100.0
117,House,32,20954,6,100.0
117,House,32,20955,6,100.0
117,House,32,20958,6,100.0
117,House,32,20959,6,100.0
117,House,32,21101,1,99.9
117,House,32,21102,6,100.0
117,House,32,21103,1,100.0
117,House,32,21105,1,100.0
117,House,32,21106,1,100.0
117,House,32,21108,1,100.0
117,House,32,21110,6,100.0
117,House,32,21116,1,100.0
117,House,32,21118,6,100.0
117,House,32,21123,1,100.0
117,House,32,21128,1,99.8
117,House,32,21132,1,100.0
117,House,32,21139,1,100.0
117,House,32,21140,6,100.0
117,House,32,21142,1,100.0
117,House,32,21148,1,100.0
117,House,32,21149,1,100.0
117,House,32,21150,1,100.0
117,House,32,21162,1,100.0
117,House,32,21163,1,99.9
117,House,32,21165,1,100.0
117,House,32,21167,1,100.0
117,House,32,21172,6,100.0
117,House,32,21174,1,100.0
117,House,32,21178,1,100.0
117,House,32,21179,1,100.0
117,House,32,21187,1,100.0
117,House,32,21188,1,99.9
117,House,32,21191,1,100.0
117,House,32,21193,1,100.0
117,House,32,21196,1,100.0
117,House,32,21198,6,100.0
117,House,32,21302,9,100.0
117,House,32,21303,6,100.0
117,House,32,21304,6,100.0
117,House,32,21306,6,100.0
117,House,32,21307,9,99.5
117,House,32,21308,6,100.0
117,House,32,21309,6,100.0
117,House,32,21311,6,100.0
117,House,32,21312,6,100.0
117,House,32,21313,6,100.0
117,House,32,21314,9,100.0
117,House,32,21315,6,99.7
117,House,32,21321,6,100.0
117,House,32,21326,6,99.4
117,House,32,21328,1,99.9
117,House,32,21329,6,100.0
117,House,32,21330,1,100.0
117,House,32,21333,1,100.0
117,House,32,21337,1,100.0
117,House,32,21339,6,100.0
117,House,32,21340,6,100.0
117,House,32,21342,6,100.0
117,House,32,21343,6,100.0
117,House,32,21344,6,100.0
117,House,32,21346,1,100.0
117,House,32,21351,1,100.0
117,House,32,21352,6,100.0
117,House,32,21353,1,99.7
117,House,32,21355,1,100.0
117,House,32,21356,1,100.0
117,House,32,21358,6,100.0
117,House,32,21359,1,100.0
117,House,32,21360,1,100.0
117,House,32,21362,6,100.0
117,House,32,21364,1,100.0
117,House,32,21365,6,100.0
117,House,32,21366,6,100.0
117,House,32,21367,1,100.0
117,House,32,21368,6,100.0
117,House,32,21370,6,100.0
117,House,32,21371,6,100.0
117,House,32,21372,6,100.0
117,House,32,21373,1,100.0
117,House,32,21375,6,100.0
117,House,32,21500,1,100.0
117,House,32,21502,6,100.0
117,House,32,21503,1,100.0
117,House,32,21504,6,100.0
117,House,32,21506,6,100.0
117,House,32,21507,6,100.0
117,House,32,21508,6,100.0
117,House,32,21510,1,100.0
117,House,32,21513,1,100.0
117,House,32,21514,1,100.0
117,House,32,21515,9,100.0
117,House,32,21516,1,100.0
117,House,32,21519,1,99.7
117,House,32,21523,1,100.0
117,House,32,21525,6,100.0
117,House,32,21526,1,100.0
117,House,32,21529,6,100.0
117,House,32,21530,6,100.0
117,House,32,21531,1,100.0
117,House,32,21536,6,100.0
117,House,32,21538,6,100.0
117,House,32,21539,1,100.0
117,House,32,21540,6,100.0
117,House,32,21541,1,99.5
117,House,32,21542,1,98.6
117,House,32,21544,1,100.0
117,House,32,21545,6,100.0
117,House,32,21548,6,100.0
117,House,32,21551,1,100.0
117,House,32,21554,6,100.0
117,House,32,21556,1,100.0
117,House,32,21557,1,100.0
117,House,32,21559,1,100.0
117,House,32,21561,1,100.0
117,House,32,21562,1,100.0
117,House,32,21563,1,100.0
117,House,32,21564,1,100.0
117,House,32,21565,1,100.0
117,House,32,21566,6,100.0
117,House,32,21700,1,100.0
117,House,32,21701,1,100.0
117,House,32,21702,1,100.0
117,House,32,21703,6,100.0
117,House,32,21704,1,100.0
117,House,32,21705,1,100.0
117,House,32,21706,6,100.0
117,House,32,21707,6,100.0
117,House,32,21708,1,100.0
117,House,32,21709,6,100.0
117,House,32,21710,1,100.0
117,House,32,21711,6,100.0
117,House,32,21712,6,99.9
117,House,32,21713,6,100.0
117,House,32,21714,1,100.0
117,House,32,21715,6,100.0
117,House,32,21717,1,100.0
117,House,32,21718,1,97.3
117,House,32,21719,9,100.0
117,House,32,21720,1,100.0
117,House,32,21722,6,100.0
117,House,32,21723,6,99.1
117,House,32,21724,1,100.0
117,House,32,21725,1,100.0
117,House,32,21726,6,100.0
117,House,32,21727,1,100.0
117,House,32,21728,6,100.0
117,House,32,21730,6,100.0
117,House,32,21731,1,100.0
117,House,32,21732,6,100.0
117,House,32,21735,9,100.0
117,House,32,21736,6,100.0
117,House,32,21738,6,99.4
117,House,32,21739,6,99.8
117,House,32,21740,6,100.0
117,House,32,21741,6,100.0
117,House,32,21744,1,100.0
117,House,32,21745,1,100.0
117,House,32,21746,6,100.0
117,House,32,21747,6,99.9
117,House,32,21749,1,99.8
117,House,32,21750,1,100.0
117,House,32,21753,1,100.0
117,House,32,21754,6,100.0
117,House,32,21755,1,100.0
117,House,32,21756,6,98.2
117,House,32,21757,1,100.0
117,House,32,21758,1,100.0
117,House,32,21759,1,100.0
117,House,32,21760,1,100.0
117,House,32,21761,6,100.0
117,House,32,21762,6,100.0
117,House,32,21763,6,100.0
117,House,32,21900,6,100.0
117,House,32,21901,1,100.0
117,House,32,21902,6,100.0
117,House,32,21903,1,100.0
117,House,32,21905,1,100.0
117,House,32,21906,6,100.0
117,House,32,21908,1,100.0
117,House,32,21910,6,100.0
117,House,32,21911,1,100.0
117,House,32,21912,6,100.0
117,House,32,21914,6,100.0
117,House,32,21915,6,100.0
117,House,32,21916,6,99.9
117,House,32,21917,6,100.0
117,House,32,21919,6,100.0
117,House,32,21920,1,100.0
117,House,32,21921,6,100.0
117,House,32,21922,6,100.0
117,House,32,21923,6,97.1
117,House,32,21924,1,99.9
117,House,32,21925,1,100.0
117,House,32,21926,9,100.0
117,House,32,21927,1,100.0
117,House,32,21928,6,100.0
117,House,32,21929,1,100.0
117,House,32,21930,6,100.0
117,House,32,21931,6,100.0
117,House,32,21934,6,100.0
117,House,32,21935,1,100.0
117,House,32,21936,1,100.0
117,House,32,21937,6,100.0
117,House,32,21938,6,100.0
117,House,32,21939,6,100.0
117,House,32,21940,6,100.0
117,House,32,21941,6,99.8
117,House,32,21942,6,100.0
117,House,32,21944,6,100.0
117,House,32,21945,1,100.0
117,House,32,21946,1,100.0
117,House,32,21948,6,100.0
117,House,32,21949,6,99.3
117,House,32,21950,6,99.8
117,House,32,21951,6,100.0
117,House,32,21952,1,100.0
117,House,32,21953,6,100.0
117,House,32,21954,6,99.7
117,House,32,21955,6,99.9
117,House,32,21956,1,100.0
117,House,32,21959,1,100.0
117,House,32,21961,1,100.0
117,House,32,21962,6,100.0
117,House,32,21964,6,99.8
117,House,32,21965,6,100.0
117,House,32,21966,6,99.7
117,House,32,21968,6,100.0
117,House,32,21969,1,99.9
117,House,32,21970,1,100.0
117,House,32,21971,1,100.0
117,House,32,21972,6,100.0
117,House,32,21973,1,100.0
117,House,32,21974,1,100.0
117,House,32,21975,6,99.7
117,House,32,21977,6,100.0
117,House,32,21978,6,100.0
117,House,32,21979,6,100.0
117,House,32,21981,1,100.0
117,House,32,21983,6,100.0
117,House,32,21985,1,100.0
117,House,32,21986,1,100.0
117,House,32,21987,1,100.0
117,House,32,21988,1,100.0
117,House,32,21989,1,100.0
117,House,32,21990,1,100.0
117,House,32,22100,6,100.0
117,House,32,22101,1,100.0
117,House,32,22102,1,99.9
117,House,32,22103,1,100.0
117,House,32,22104,6,100.0
117,House,32,22105,6,100.0
117,House,32,22106,6,100.0
117,House,32,22107,1,100.0
117,House,32,22108,1,100.0
117,House,32,22109,1,100.0
117,House,32,22110,1,100.0
117,House,32,22111,1,100.0
117,House,32,22112,1,100.0
117,House,32,22113,1,100.0
117,House,32,22114,1,100.0
117,House,32,22115,1,100.0
117,House,32,22116,1,100.0
117,House,32,22117,1,100.0
117,House,32,22118,1,100.0
117,House,32,22119,1,100.0
117,House,32,22120,1,100.0
117,House,32,22121,1,100.0
117,House,32,22122,1,100.0
117,House,32,22123,1,100.0
117,House,32,22124,1,100.0
117,House,32,22125,1,100.0
117,House,32,22126,6,100.0
117,House,32,22127,6,100.0
117,House,32,22128,6,100.0
117,House,32,22129,1,100.0
117,House,32,22130,1,100.0
117,House,32,22131,6,100.0
117,House,32,22132,1,100.0
117,House,32,22133,1,100.0
117,House,32,22134,1,100.0
117,House,32,22135,6,100.0
117,House,32,22136,1,100.0
117,House,32,22137,1,99.1
117,House,32,22138,1,100.0
117,House,32,22139,1,99.7
117,House,32,22140,1,100.0
117,House,32,22141,9,99.9
117,House,32,22142,6,100.0
117,House,32,22143,1,100.0
117,House,32,22144,6,100.0
117,House,32,22145,1,100.0
117,House,32,22146,1,100.0
117,House,32,22147,1,100.0
117,House,32,22148,1,100.0
117,House,32,22149,6,100.0
117,House,32,22150,1,99.9
117,House,32,22151,1,100.0
117,House,32,22152,1,100.0
117,House,32,22153,6,100.0
